step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview,buffer_size_after,in_consolidation,delta_fe_consolidation
608,0,forward,1.834663,0.000287,0.312131,0.916667,0.192752,2176,2304,0,0.207010,0.366998,atch. Active inferen,609,0,0.000000
609,0,forward,1.182560,0.000489,0.344355,0.917237,0.231309,2304,2432,0,0.206020,0.536702,"mise free energy, wh",610,0,0.000000
610,3,fast_backward,1.582334,0.000333,0.332251,0.917740,0.200430,2432,1920,1,0.205030,0.304028,rror. Cognitive emer,611,0,0.000000
611,0,forward,1.535710,0.000288,0.314984,0.917586,0.188672,1920,2048,0,0.204040,0.453506,whether a free-ener,612,0,0.000000
612,4,stay,1.502223,0.000287,0.314911,0.917648,0.188672,2048,2048,0,0.203050,0.468063,whether a free-ener,613,0,0.000000
613,3,fast_backward,1.653781,0.000690,0.375427,0.917266,0.263143,2048,1536,1,0.202060,0.456342,text loop focuses o,614,0,0.000000
614,2,fast_forward,1.659023,0.000283,0.318016,0.917534,0.188672,1536,2048,0,0.201070,0.473247,whether a free-ener,615,0,0.000000
615,3,fast_backward,1.461358,0.000666,0.378020,0.917493,0.263143,2048,1536,1,0.200080,0.405213,text loop focuses o,616,0,0.000000
616,4,stay,1.858657,0.000642,0.380648,0.917576,0.263143,1536,1536,0,0.199090,0.414935,text loop focuses o,617,0,0.000000
617,3,fast_backward,1.634107,0.000449,0.344681,0.917257,0.217769,1536,1024,1,0.198100,0.471555,ssages or re-read pa,618,0,0.000000
618,0,forward,1.667439,0.000436,0.345216,0.916966,0.222530,1024,1152,0,0.197110,0.418331,phase comes next. T,619,0,0.000000
619,4,stay,1.725687,0.000431,0.345626,0.916958,0.222530,1152,1152,0,0.196120,0.525566,phase comes next. T,620,0,0.000000
620,4,stay,1.612197,0.000428,0.346021,0.916867,0.222530,1152,1152,0,0.195130,0.346402,phase comes next. T,621,0,0.000000
621,2,fast_forward,1.630396,0.000455,0.296279,0.916846,0.169394,1152,1664,0,0.194140,0.482729,"If it remains flat,",622,0,0.000000
622,1,backward,1.673897,0.000640,0.380625,0.917275,0.263143,1664,1536,1,0.193150,0.736578,text loop focuses o,623,0,0.000000
623,0,forward,1.671528,0.000446,0.296231,0.916969,0.169394,1536,1664,0,0.192160,0.396759,"If it remains flat,",624,0,0.000000
624,3,fast_backward,1.542633,0.000430,0.343501,0.917046,0.222530,1664,1152,1,0.191170,0.368385,phase comes next. T,625,0,0.000000
625,3,fast_backward,1.862900,0.000535,0.369026,0.917608,0.248914,1152,640,1,0.190180,0.350158,ergy reflects how pr,626,0,0.000000
626,4,stay,1.364727,0.000515,0.370899,0.917293,0.248914,640,640,0,0.189190,0.409263,ergy reflects how pr,627,0,0.000000
627,2,fast_forward,1.493360,0.000417,0.347655,0.917736,0.222530,640,1152,0,0.188200,0.436852,phase comes next. T,628,0,0.000000
628,4,stay,1.767119,0.000415,0.347970,0.917108,0.222530,1152,1152,0,0.187210,0.377572,phase comes next. T,629,0,0.000000
629,2,fast_forward,1.439505,0.000450,0.298936,0.916854,0.169394,1152,1664,0,0.186220,0.666345,"If it remains flat,",630,0,0.000000
630,0,forward,1.461878,0.000325,0.311977,0.916940,0.184100,1664,1792,0,0.185230,0.643772,gnostic signals. A s,631,0,0.000000
631,2,fast_forward,1.661865,0.000266,0.320691,0.916866,0.192752,1792,2304,0,0.184240,0.335690,atch. Active inferen,632,0,0.000000
632,3,fast_backward,1.830517,0.000316,0.309549,0.916962,0.184100,2304,1792,1,0.183250,0.280191,gnostic signals. A s,633,0,0.000000
633,2,fast_forward,1.360904,0.000264,0.318671,0.916904,0.192752,1792,2304,0,0.182260,0.387685,atch. Active inferen,634,0,0.000000
634,3,fast_backward,1.796489,0.000310,0.307590,0.916769,0.184100,2304,1792,1,0.181270,0.257158,gnostic signals. A s,635,0,0.000000
635,0,forward,1.383626,0.000336,0.336286,0.917513,0.200430,1792,1920,0,0.180280,0.392863,rror. Cognitive emer,636,0,0.000000
636,1,backward,1.554097,0.000306,0.306405,0.916701,0.184100,1920,1792,1,0.179290,0.258733,gnostic signals. A s,637,0,0.000000
637,2,fast_forward,1.956490,0.000268,0.316204,0.916954,0.192752,1792,2304,0,0.178300,0.634848,atch. Active inferen,638,0,0.000000
638,3,fast_backward,1.610259,0.000302,0.304988,0.916918,0.184100,2304,1792,1,0.177310,0.358474,gnostic signals. A s,639,0,0.000000
639,2,fast_forward,1.617672,0.000268,0.314953,0.917012,0.192752,1792,2304,0,0.176320,0.209512,atch. Active inferen,640,0,0.000000
640,0,forward,1.777969,0.000468,0.346915,0.917602,0.231309,2304,2432,0,0.175330,0.472697,"mise free energy, wh",641,0,0.000000
641,4,stay,1.336345,0.000457,0.348537,0.917399,0.231309,2432,2432,0,0.174340,0.430650,"mise free energy, wh",642,0,0.000000
642,1,backward,1.434604,0.000262,0.318254,0.917100,0.192752,2432,2304,1,0.173350,0.316738,atch. Active inferen,643,0,0.000000
643,0,forward,1.591229,0.000450,0.349638,0.917439,0.231309,2304,2432,0,0.172360,0.568187,"mise free energy, wh",644,0,0.000000
644,0,forward,1.262339,0.000515,0.369020,0.917376,0.248006,2432,2560,0,0.171370,0.321748,ree energy reflects,645,0,0.000000
645,1,backward,1.297579,0.000432,0.353201,0.917477,0.231309,2560,2432,1,0.170380,0.443730,"mise free energy, wh",646,0,0.000000
646,3,fast_backward,1.758063,0.000321,0.341874,0.917556,0.200430,2432,1920,1,0.169390,0.288236,rror. Cognitive emer,647,0,0.000000
647,4,stay,1.564195,0.000317,0.341304,0.917778,0.200430,1920,1920,0,0.168400,0.346961,rror. Cognitive emer,648,0,0.000000
648,2,fast_forward,1.384081,0.000427,0.353699,0.917396,0.231309,1920,2432,0,0.167410,0.318290,"mise free energy, wh",649,0,0.000000
649,3,fast_backward,1.842473,0.000311,0.342037,0.917634,0.200430,2432,1920,1,0.166420,0.451666,rror. Cognitive emer,650,0,0.000000
650,1,backward,1.613937,0.000317,0.311196,0.917034,0.184100,1920,1792,1,0.165430,0.445554,gnostic signals. A s,651,0,0.000000
651,2,fast_forward,1.390800,0.000265,0.322042,0.916866,0.192752,1792,2304,0,0.164440,0.442839,atch. Active inferen,652,0,0.000000
652,4,stay,1.657241,0.000262,0.321262,0.916891,0.192752,2304,2304,0,0.163450,0.451855,atch. Active inferen,653,0,0.000000
653,0,forward,1.373111,0.000436,0.351662,0.917641,0.231309,2304,2432,0,0.162460,0.450728,"mise free energy, wh",654,0,0.000000
654,4,stay,1.665059,0.000429,0.352973,0.917503,0.231309,2432,2432,0,0.161470,0.436436,"mise free energy, wh",655,0,0.000000
655,4,stay,1.271702,0.000423,0.354203,0.917357,0.231309,2432,2432,0,0.160480,0.445275,"mise free energy, wh",656,0,0.000000
656,1,backward,1.326106,0.000260,0.324503,0.916771,0.192752,2432,2304,1,0.159490,0.399808,atch. Active inferen,657,0,0.000000
657,0,forward,1.918170,0.000421,0.354488,0.917340,0.231309,2304,2432,0,0.158500,0.461871,"mise free energy, wh",658,0,0.000000
658,0,forward,1.680608,0.000486,0.373164,0.917418,0.248006,2432,2560,0,0.157510,0.337845,ree energy reflects,659,0,0.000000
659,0,forward,1.359320,0.000455,0.363836,0.917403,0.240073,2560,2688,0,0.156520,0.453147,"the text, free ener",660,0,0.000000
660,0,forward,1.627855,0.000269,0.308858,0.917268,0.170735,2688,2816,0,0.155530,0.325725,xtended with an info,661,0,0.000000
661,2,fast_forward,1.692584,0.000280,0.334745,0.917520,0.194453,2816,3328,0,0.154540,0.358683,on vector using a ra,662,0,0.000000
662,4,stay,2.138008,0.000275,0.334428,0.917496,0.194453,3328,3328,0,0.153550,0.381527,on vector using a ra,663,0,0.000000
663,0,forward,1.936814,0.000605,0.383528,0.917522,0.262342,3328,3456,0,0.152560,0.306695,of the text loop foc,664,0,0.000000
664,3,fast_backward,1.417232,0.000453,0.351839,0.917280,0.219011,3456,2944,1,0.151570,0.518379,iar passages or re-r,665,0,0.000000
665,1,backward,1.896150,0.000264,0.308197,0.917084,0.170735,2944,2816,1,0.150580,0.361776,xtended with an info,666,0,0.000000
666,2,fast_forward,1.692960,0.000272,0.334292,0.917603,0.194453,2816,3328,0,0.149590,0.348867,on vector using a ra,667,0,0.000000
667,4,stay,1.345127,0.000268,0.334042,0.917408,0.194453,3328,3328,0,0.148600,0.339568,on vector using a ra,668,0,0.000000
668,3,fast_backward,1.549920,0.000257,0.305152,0.917205,0.170735,3328,2816,1,0.147610,0.446333,xtended with an info,669,0,0.000000
669,4,stay,1.436825,0.000249,0.303120,0.917328,0.170735,2816,2816,0,0.146620,0.291881,xtended with an info,670,0,0.000000
670,1,backward,2.111699,0.000482,0.359241,0.917303,0.240073,2816,2688,1,0.145630,0.434180,"the text, free ener",671,0,0.000000
671,4,stay,1.579703,0.000472,0.360963,0.917417,0.240073,2688,2688,0,0.144640,0.273530,"the text, free ener",672,0,0.000000
672,4,stay,1.573652,0.000463,0.362580,0.917209,0.240073,2688,2688,0,0.143650,0.427166,"the text, free ener",673,0,0.000000
673,1,backward,1.894636,0.000493,0.374238,0.917420,0.248006,2688,2560,1,0.142660,0.456847,ree energy reflects,674,0,0.000000
674,4,stay,1.020785,0.000479,0.375856,0.917422,0.248006,2560,2560,0,0.141670,0.453657,ree energy reflects,675,0,0.000000
675,3,fast_backward,1.776420,0.000285,0.329539,0.917526,0.188672,2560,2048,1,0.140680,0.437652,whether a free-ener,676,0,0.000000
676,0,forward,1.557453,0.000288,0.329391,0.917193,0.194097,2048,2176,0,0.139690,0.490856,retrained embeddings,677,0,0.000000
677,1,backward,1.885116,0.000282,0.327381,0.917593,0.188672,2176,2048,1,0.138700,0.442705,whether a free-ener,678,0,0.000000
678,4,stay,1.713780,0.000280,0.326413,0.917666,0.188672,2048,2048,0,0.137710,0.464082,whether a free-ener,679,0,0.000000
679,0,forward,2.029139,0.000286,0.326463,0.917172,0.194097,2048,2176,0,0.136720,0.336732,retrained embeddings,680,0,0.000000
680,4,stay,1.691829,0.000284,0.325759,0.917030,0.194097,2176,2176,0,0.135730,0.506455,retrained embeddings,681,0,0.000000
681,0,forward,1.351736,0.000265,0.323497,0.916791,0.192752,2176,2304,0,0.134740,0.372162,atch. Active inferen,682,0,0.000000
682,1,backward,1.348293,0.000282,0.324292,0.916966,0.194097,2304,2176,1,0.133750,0.183336,retrained embeddings,683,0,0.000000
683,2,fast_forward,1.383199,0.000474,0.361108,0.917320,0.240073,2176,2688,0,0.132760,0.375334,"the text, free ener",684,0,0.000000
684,1,backward,1.212185,0.000501,0.373299,0.917397,0.248006,2688,2560,1,0.131770,0.365613,ree energy reflects,685,0,0.000000
685,2,fast_forward,1.485277,0.000427,0.343095,0.917628,0.218552,2560,3072,0,0.130780,0.366866,eading phase comes n,686,0,0.000000
686,0,forward,1.694718,0.000280,0.312245,0.916977,0.180657,3072,3200,0,0.129790,0.444130,-length character bl,687,0,0.000000
687,4,stay,1.678223,0.000274,0.311050,0.916828,0.180657,3200,3200,0,0.128800,0.305484,-length character bl,688,0,0.000000
688,4,stay,1.749022,0.000269,0.309996,0.917181,0.180657,3200,3200,0,0.127810,0.367185,-length character bl,689,0,0.000000
689,4,stay,1.693382,0.000265,0.309066,0.917100,0.180657,3200,3200,0,0.126820,0.314126,-length character bl,690,0,0.000000
690,2,fast_forward,1.510535,0.000342,0.309125,0.916687,0.185869,3200,3712,0,0.125830,0.457065,al diagnostic signal,691,0,0.000000
691,4,stay,1.185940,0.000335,0.307831,0.916895,0.185869,3712,3712,0,0.124840,0.335644,al diagnostic signal,692,0,0.000000
692,2,fast_forward,1.711225,0.000276,0.324263,0.916724,0.199042,3712,4224,0,0.123850,0.305484,om scratch. Active i,693,0,0.000000
693,4,stay,1.763674,0.000272,0.324339,0.916975,0.199042,4224,4224,0,0.122860,0.316040,om scratch. Active i,694,0,0.000000
694,1,backward,1.639048,0.000293,0.319348,0.916859,0.194548,4224,4096,1,0.121870,0.349302,s no pretrained embe,695,0,0.000000
695,3,fast_backward,1.434601,0.000345,0.291534,0.917022,0.169433,4096,3584,1,0.120880,0.361084,text. If it remains,696,0,0.000000
696,0,forward,1.663940,0.000330,0.304959,0.916825,0.185869,3584,3712,0,0.119890,0.250859,al diagnostic signal,697,0,0.000000
697,3,fast_backward,2.046845,0.000259,0.302988,0.916869,0.180657,3712,3200,1,0.118900,0.360141,-length character bl,698,0,0.000000
698,3,fast_backward,1.840987,0.000526,0.355402,0.917213,0.240073,3200,2688,1,0.117910,0.351615,"the text, free ener",699,0,0.000000
699,0,forward,1.610957,0.000236,0.297451,0.917220,0.170735,2688,2816,0,0.116920,0.412011,xtended with an info,700,1,0.000140
700,0,forward,1.606124,0.000464,0.348331,0.918208,0.219011,2816,2944,0,0.084250,0.602748,iar passages or re-r,701,0,0.000000
701,2,fast_forward,1.637744,0.000612,0.382293,0.917961,0.262342,2944,3456,0,0.083260,0.370618,of the text loop foc,702,0,0.000000
702,1,backward,1.548007,0.000275,0.335568,0.917497,0.194453,3456,3328,1,0.082270,0.519258,on vector using a ra,703,0,0.000000
703,4,stay,1.743511,0.000271,0.335176,0.917530,0.194453,3328,3328,0,0.081280,0.563498,on vector using a ra,704,0,0.000000
704,4,stay,1.625104,0.000268,0.334831,0.917762,0.194453,3328,3328,0,0.080290,0.503266,on vector using a ra,705,0,0.000000
705,2,fast_forward,1.548580,0.000289,0.336565,0.918215,0.192127,3328,3840,0,0.079300,0.473598,tion error. Cognitiv,706,0,0.000000
706,4,stay,1.770068,0.000286,0.335564,0.917626,0.192127,3840,3840,0,0.078310,0.602254,tion error. Cognitiv,707,0,0.000000
707,3,fast_backward,1.873676,0.000269,0.333120,0.917825,0.194453,3840,3328,1,0.077320,0.575577,on vector using a ra,708,0,0.000000
708,0,forward,1.852920,0.000614,0.382326,0.917429,0.262342,3328,3456,0,0.076330,0.606937,of the text loop foc,709,0,0.000000
709,2,fast_forward,1.566510,0.000288,0.334686,0.917639,0.197040,3456,3968,0,0.075340,0.585976,tests whether a fre,710,0,0.000000
710,0,forward,1.803627,0.000302,0.325005,0.917205,0.194548,3968,4096,0,0.074350,0.613863,s no pretrained embe,711,0,0.000000
711,2,fast_forward,1.631743,0.000420,0.357044,0.917423,0.231827,4096,4608,0,0.073360,0.614038,"ics of the text, fre",712,0,0.000000
712,3,fast_backward,1.256882,0.000299,0.325236,0.917037,0.194548,4608,4096,1,0.072370,0.528733,s no pretrained embe,713,0,0.000000
713,4,stay,1.765540,0.000297,0.324291,0.917017,0.194548,4096,4096,0,0.071380,0.563654,s no pretrained embe,714,0,0.000000
714,4,stay,1.637150,0.000294,0.323455,0.916846,0.194548,4096,4096,0,0.070390,0.608585,s no pretrained embe,715,0,0.000000
715,3,fast_backward,1.404144,0.000375,0.297109,0.917035,0.169433,4096,3584,1,0.069400,0.354786,text. If it remains,716,0,0.000000
716,1,backward,1.605978,0.000637,0.380138,0.917300,0.262342,3584,3456,1,0.068410,0.524859,of the text loop foc,717,0,0.000000
717,3,fast_backward,1.579280,0.000465,0.348272,0.917156,0.219011,3456,2944,1,0.067420,0.532913,iar passages or re-r,718,0,0.000000
718,3,fast_backward,1.301850,0.000434,0.354710,0.917507,0.231309,2944,2432,1,0.066430,0.527482,"mise free energy, wh",719,0,0.000000
719,2,fast_forward,1.598618,0.000457,0.349186,0.917401,0.219011,2432,2944,0,0.065440,0.644021,iar passages or re-r,720,0,0.000000
720,0,forward,1.553842,0.000430,0.341704,0.917103,0.218552,2944,3072,0,0.064450,0.515090,eading phase comes n,721,0,0.000000
721,4,stay,1.603184,0.000427,0.341795,0.917223,0.218552,3072,3072,0,0.063460,0.525157,eading phase comes n,722,0,0.000000
722,0,forward,1.478412,0.000286,0.311353,0.917278,0.180657,3072,3200,0,0.062470,0.388591,-length character bl,723,0,0.000000
723,3,fast_backward,1.393507,0.000467,0.361344,0.917163,0.240073,3200,2688,1,0.061480,0.580365,"the text, free ener",724,0,0.000000
724,1,backward,1.404183,0.000499,0.373333,0.917411,0.248006,2688,2560,1,0.060490,0.480691,ree energy reflects,725,0,0.000000
725,2,fast_forward,1.491006,0.000421,0.344041,0.917449,0.218552,2560,3072,0,0.059500,0.364795,eading phase comes n,726,0,0.000000
726,1,backward,1.512365,0.000450,0.351474,0.917189,0.219011,3072,2944,1,0.058510,0.435947,iar passages or re-r,727,0,0.000000
727,4,stay,1.892185,0.000446,0.351107,0.917330,0.219011,2944,2944,0,0.057520,0.558875,iar passages or re-r,728,0,0.000000
728,4,stay,1.868211,0.000443,0.350769,0.917758,0.219011,2944,2944,0,0.056530,0.492165,iar passages or re-r,729,0,0.000000
729,1,backward,1.540215,0.000256,0.307284,0.916985,0.170735,2944,2816,1,0.055540,0.536803,xtended with an info,730,0,0.000000
730,3,fast_backward,1.539050,0.000268,0.323339,0.916505,0.192752,2816,2304,1,0.054550,0.590798,atch. Active inferen,731,0,0.000000
731,2,fast_forward,1.134661,0.000247,0.304021,0.917070,0.170735,2304,2816,0,0.053560,0.565523,xtended with an info,732,0,0.000000
732,2,fast_forward,1.536544,0.000278,0.330891,0.917470,0.194453,2816,3328,0,0.052570,0.186871,on vector using a ra,733,0,0.000000
733,4,stay,1.527477,0.000274,0.330903,0.917979,0.194453,3328,3328,0,0.051580,0.414813,on vector using a ra,734,0,0.000000
734,3,fast_backward,1.648719,0.000245,0.301959,0.917254,0.170735,3328,2816,1,0.050590,0.495229,xtended with an info,735,0,0.000000
735,1,backward,1.624717,0.000485,0.357710,0.917136,0.240073,2816,2688,1,0.049600,0.554880,"the text, free ener",736,0,0.000000
736,4,stay,1.551227,0.000474,0.359526,0.917328,0.240073,2688,2688,0,0.048610,0.597501,"the text, free ener",737,0,0.000000
737,4,stay,1.179485,0.000465,0.361233,0.917362,0.240073,2688,2688,0,0.047620,0.216042,"the text, free ener",738,0,0.000000
738,0,forward,1.115072,0.000247,0.306237,0.917201,0.170735,2688,2816,0,0.046630,0.503905,xtended with an info,739,0,0.000000
739,2,fast_forward,1.487231,0.000272,0.332740,0.917492,0.194453,2816,3328,0,0.045640,0.477566,on vector using a ra,740,0,0.000000
740,1,backward,1.711250,0.000276,0.309899,0.916891,0.180657,3328,3200,1,0.044650,0.640572,-length character bl,741,0,0.000000
741,4,stay,1.489235,0.000271,0.308880,0.916966,0.180657,3200,3200,0,0.043660,0.289827,-length character bl,742,0,0.000000
742,3,fast_backward,1.194525,0.000482,0.359633,0.917527,0.240073,3200,2688,1,0.042670,0.284677,"the text, free ener",743,0,0.000000
743,1,backward,1.061182,0.000514,0.371643,0.917441,0.248006,2688,2560,1,0.041680,0.720412,ree energy reflects,744,0,0.000000
744,3,fast_backward,1.472738,0.000281,0.325516,0.917550,0.188672,2560,2048,1,0.040690,0.263118,whether a free-ener,745,0,0.000000
745,4,stay,1.601312,0.000279,0.324727,0.917503,0.188672,2048,2048,0,0.039700,0.520310,whether a free-ener,746,0,0.000000
746,1,backward,1.702328,0.000325,0.341519,0.917701,0.200430,2048,1920,1,0.038710,0.296966,rror. Cognitive emer,747,0,0.000000
747,1,backward,1.557660,0.000320,0.311015,0.916759,0.184100,1920,1792,1,0.037720,0.364697,gnostic signals. A s,748,0,0.000000
748,0,forward,1.468821,0.000324,0.339508,0.917714,0.200430,1792,1920,0,0.036730,0.494482,rror. Cognitive emer,749,0,0.000000
749,1,backward,1.344119,0.000314,0.309277,0.916848,0.184100,1920,1792,1,0.035740,0.362296,gnostic signals. A s,750,0,0.000000
750,4,stay,1.327503,0.000308,0.307944,0.916968,0.184100,1792,1792,0,0.034750,0.669771,gnostic signals. A s,751,0,0.000000
751,3,fast_backward,1.844126,0.000265,0.304152,0.916974,0.179216,1792,1280,1,0.033760,0.336264,h character blocks i,752,0,0.000000
752,2,fast_forward,1.925200,0.000302,0.306276,0.916791,0.184100,1280,1792,0,0.032770,0.382924,gnostic signals. A s,753,0,0.000000
753,1,backward,1.668480,0.000422,0.286804,0.917078,0.169394,1792,1664,1,0.031780,0.653262,"If it remains flat,",754,0,0.000000
754,0,forward,1.950438,0.000299,0.303419,0.917033,0.184100,1664,1792,0,0.030790,0.397112,gnostic signals. A s,755,0,0.000000
755,2,fast_forward,1.602863,0.000285,0.313044,0.916968,0.192752,1792,2304,0,0.029800,0.221924,atch. Active inferen,756,0,0.000000
756,4,stay,1.449962,0.000280,0.312989,0.916714,0.192752,2304,2304,0,0.028810,0.483352,atch. Active inferen,757,0,0.000000
757,4,stay,1.112791,0.000276,0.312955,0.916969,0.192752,2304,2304,0,0.027820,0.353281,atch. Active inferen,758,0,0.000000
758,4,stay,1.514425,0.000273,0.312938,0.917042,0.192752,2304,2304,0,0.026830,0.212789,atch. Active inferen,759,0,0.000000
759,4,stay,1.484460,0.000269,0.312934,0.917241,0.192752,2304,2304,0,0.025840,0.394211,atch. Active inferen,760,0,0.000000
760,2,fast_forward,1.705476,0.000235,0.292874,0.917175,0.170735,2304,2816,0,0.024850,0.544242,xtended with an info,761,0,0.000000
761,4,stay,1.786660,0.000231,0.291949,0.917811,0.170735,2816,2816,0,0.023860,0.397292,xtended with an info,762,0,0.000000
762,2,fast_forward,1.307063,0.000301,0.322441,0.917617,0.194453,2816,3328,0,0.022870,0.592959,on vector using a ra,763,0,0.000000
763,0,forward,1.662687,0.000707,0.372899,0.917431,0.262342,3328,3456,0,0.021880,0.589921,of the text loop foc,764,0,0.000000
764,3,fast_backward,1.671588,0.000484,0.341482,0.917404,0.219011,3456,2944,1,0.020890,0.637440,iar passages or re-r,765,0,0.000000
765,0,forward,1.500288,0.000445,0.333307,0.917048,0.218552,2944,3072,0,0.019900,0.366192,eading phase comes n,766,0,0.000000
766,3,fast_backward,1.789731,0.000544,0.366561,0.917686,0.248006,3072,2560,1,0.018910,0.375544,ree energy reflects,767,0,0.000000
767,3,fast_backward,1.358007,0.000286,0.319728,0.917529,0.188672,2560,2048,1,0.017920,0.352154,whether a free-ener,768,0,0.000000
768,0,forward,1.279989,0.000285,0.320306,0.917448,0.194097,2048,2176,0,0.016930,0.505684,retrained embeddings,769,0,0.000000
769,4,stay,1.541942,0.000283,0.320071,0.916970,0.194097,2176,2176,0,0.015940,0.583306,retrained embeddings,770,0,0.000000
770,3,fast_backward,1.595247,0.000419,0.289069,0.916973,0.169394,2176,1664,1,0.014950,0.252460,"If it remains flat,",771,0,0.000000
771,3,fast_backward,1.729063,0.000450,0.338294,0.917226,0.222530,1664,1152,1,0.013960,0.494370,phase comes next. T,772,0,0.000000
772,0,forward,1.463154,0.000262,0.302845,0.917035,0.179216,1152,1280,0,0.012970,0.259336,h character blocks i,773,0,0.000000
773,0,forward,1.662038,0.000311,0.330947,0.917412,0.200901,1280,1408,0,0.011980,0.582932,tor using a random p,774,0,0.000000
774,3,fast_backward,1.506238,0.000240,0.295114,0.917444,0.165020,1408,896,1,0.010990,0.396596,d with an informatio,775,0,0.000000
775,4,stay,1.404787,0.000234,0.293578,0.917090,0.165020,896,896,0,0.010000,0.311077,d with an informatio,776,0,0.000000
776,1,backward,1.699090,0.000512,0.350207,0.917200,0.236386,896,768,1,0.010000,0.505103,"ext, free energy sho",777,0,0.000000
777,3,fast_backward,1.653105,0.000290,0.315400,0.917127,0.195890,768,256,1,0.010000,0.414318,"ned embeddings, no t",778,0,0.000000
778,2,fast_forward,1.697755,0.000498,0.352142,0.917484,0.236386,256,768,0,0.010000,0.587702,"ext, free energy sho",779,0,0.000000
779,0,forward,1.549179,0.000237,0.296551,0.917206,0.165020,768,896,0,0.010000,0.609914,d with an informatio,780,0,0.000000
780,2,fast_forward,1.814140,0.000313,0.331206,0.917259,0.200901,896,1408,0,0.010000,0.577721,tor using a random p,781,0,0.000000
781,0,forward,1.469344,0.000683,0.377966,0.917432,0.263143,1408,1536,0,0.010000,0.394194,text loop focuses o,782,0,0.000000
782,1,backward,0.942854,0.000298,0.334621,0.917374,0.200901,1536,1408,1,0.010000,0.613610,tor using a random p,783,0,0.000000
783,4,stay,1.589734,0.000294,0.335002,0.917507,0.200901,1408,1408,0,0.010000,0.627335,tor using a random p,784,0,0.000000
784,4,stay,1.662694,0.000290,0.335362,0.917345,0.200901,1408,1408,0,0.010000,0.463093,tor using a random p,785,0,0.000000
785,3,fast_backward,1.681619,0.000251,0.300099,0.917313,0.165020,1408,896,1,0.010000,0.640370,d with an informatio,786,0,0.000000
786,1,backward,1.389390,0.000485,0.355586,0.917314,0.236386,896,768,1,0.010000,0.780253,"ext, free energy sho",787,0,0.000000
787,0,forward,1.676931,0.000247,0.299903,0.917314,0.165020,768,896,0,0.010000,0.759276,d with an informatio,788,0,0.000000
788,0,forward,1.796304,0.000470,0.341928,0.917792,0.217769,896,1024,0,0.010000,0.470555,ssages or re-read pa,789,0,0.000000
789,0,forward,1.586127,0.000441,0.342373,0.917631,0.222530,1024,1152,0,0.010000,0.463701,phase comes next. T,790,0,0.000000
790,0,forward,1.664359,0.000261,0.306142,0.916964,0.179216,1152,1280,0,0.010000,0.458234,h character blocks i,791,0,0.000000
791,0,forward,1.346860,0.000296,0.333685,0.917241,0.200901,1280,1408,0,0.010000,0.622024,tor using a random p,792,0,0.000000
792,4,stay,1.738491,0.000292,0.334138,0.917578,0.200901,1408,1408,0,0.010000,0.471720,tor using a random p,793,0,0.000000
793,1,backward,1.930210,0.000255,0.306236,0.917232,0.179216,1408,1280,1,0.010000,0.727962,h character blocks i,794,0,0.000000
794,1,backward,1.577335,0.000445,0.342704,0.917276,0.222530,1280,1152,1,0.010000,0.608970,phase comes next. T,795,0,0.000000
795,0,forward,1.412191,0.000252,0.306210,0.917007,0.179216,1152,1280,0,0.010000,0.394844,h character blocks i,796,0,0.000000
796,3,fast_backward,1.619859,0.000489,0.355672,0.917279,0.236386,1280,768,1,0.010000,0.379154,"ext, free energy sho",797,0,0.000000
797,2,fast_forward,1.721765,0.000250,0.306920,0.917010,0.179216,768,1280,0,0.010000,0.333235,h character blocks i,798,0,0.000000
798,3,fast_backward,1.539641,0.000486,0.356423,0.917231,0.236386,1280,768,1,0.010000,0.350953,"ext, free energy sho",799,0,0.000000
799,2,fast_forward,1.354170,0.000249,0.307570,0.917009,0.179216,768,1280,0,0.010000,0.462694,h character blocks i,800,1,0.000125
800,1,backward,1.818726,0.000430,0.347913,0.917325,0.222530,1280,1152,1,0.010000,0.343866,phase comes next. T,801,0,0.000000
801,2,fast_forward,1.539783,0.000479,0.297683,0.916974,0.169394,1152,1664,0,0.010000,0.396889,"If it remains flat,",802,0,0.000000
802,4,stay,1.693074,0.000451,0.294448,0.917304,0.169394,1664,1664,0,0.010000,0.354411,"If it remains flat,",803,0,0.000000
803,0,forward,1.481577,0.000325,0.308011,0.916932,0.184100,1664,1792,0,0.010000,0.434005,gnostic signals. A s,804,0,0.000000
804,1,backward,1.459238,0.000424,0.289789,0.917092,0.169394,1792,1664,1,0.010000,0.504338,"If it remains flat,",805,0,0.000000
805,4,stay,1.488985,0.000405,0.287478,0.917182,0.169394,1664,1664,0,0.010000,0.401091,"If it remains flat,",806,0,0.000000
806,0,forward,1.462525,0.000319,0.302736,0.916876,0.184100,1664,1792,0,0.010000,0.234113,gnostic signals. A s,807,0,0.000000
807,0,forward,1.650462,0.000346,0.330809,0.917888,0.200430,1792,1920,0,0.010000,0.410449,rror. Cognitive emer,808,0,0.000000
808,3,fast_backward,1.960322,0.000319,0.328368,0.917617,0.200901,1920,1408,1,0.010000,0.636164,tor using a random p,809,0,0.000000
809,2,fast_forward,1.634937,0.000338,0.331938,0.917765,0.200430,1408,1920,0,0.010000,0.301344,rror. Cognitive emer,810,0,0.000000
810,1,backward,1.529350,0.000314,0.303183,0.916964,0.184100,1920,1792,1,0.010000,0.293236,gnostic signals. A s,811,0,0.000000
