step,modality,h_phys_norm,h_text_norm,h_fused_norm,pred_error,W_pt_norm,W_tp_norm,belief_norm,free_energy
1032,physics,0.851259,0.263089,0.637665,0.030144,12.290941,15.000000,0.160019,0.005911
1033,physics,0.662923,0.263089,0.488155,0.011775,12.291317,15.000000,0.154495,0.003415
1034,physics,0.802145,0.288705,0.614476,0.024741,12.295932,15.000000,0.162562,0.004881
1035,physics,0.695758,0.253229,0.515778,0.016594,12.301799,15.000000,0.164973,0.003527
1036,text,0.908865,0.263089,0.695862,0.024336,12.313774,15.000000,0.173057,0.006433
1037,text,0.794926,0.277579,0.550878,0.064317,12.315775,15.000000,0.172955,0.004041
1038,text,0.888933,0.263089,0.676648,0.028872,12.327750,15.000000,0.183262,0.005733
1039,text,0.767060,0.288705,0.577978,0.026426,12.328770,15.000000,0.173612,0.004755
1040,text,0.763781,0.288705,0.562179,0.029294,12.328888,15.000000,0.169389,0.004347
1041,text,0.783055,0.277579,0.602654,0.061966,12.340484,15.000000,0.177507,0.004525
1042,text,0.837896,0.277935,0.642596,0.038753,12.347500,15.000000,0.166398,0.006125
1043,physics,0.815598,0.252998,0.605227,0.030244,12.358822,15.000000,0.172758,0.004708
1044,physics,0.828488,0.277579,0.638052,0.023097,12.361005,15.000000,0.170023,0.005856
1045,physics,0.818571,0.288705,0.616647,0.019676,12.360376,15.000000,0.167406,0.005394
1046,physics,0.779393,0.288705,0.622292,0.026286,12.363728,15.000000,0.167933,0.005277
1047,text,0.772046,0.277935,0.580358,0.035212,12.368574,15.000000,0.164287,0.004722
1048,text,0.800772,0.252998,0.579828,0.029833,12.368134,15.000000,0.162616,0.004691
1049,physics,0.710496,0.253229,0.533093,0.015507,12.368797,15.000000,0.164315,0.003741
1050,text,0.801283,0.277579,0.593298,0.046571,12.384166,15.000000,0.153558,0.005330
1051,text,0.660375,0.277579,0.481188,0.045455,12.388677,15.000000,0.154387,0.003033
1052,text,0.737173,0.263089,0.538438,0.026732,12.395569,15.000000,0.150552,0.004075
1053,text,0.740271,0.277579,0.559181,0.048728,12.406602,15.000000,0.157083,0.003965
1054,physics,0.808890,0.288705,0.636126,0.036143,12.423816,15.000000,0.164249,0.005235
1055,physics,0.872771,0.263089,0.609151,0.045257,12.437688,15.000000,0.160623,0.005229
1056,text,0.848148,0.263089,0.657399,0.033421,12.454355,15.000000,0.168859,0.005554
1057,physics,0.708615,0.252998,0.479010,0.045565,12.459154,15.000000,0.155285,0.003590
1058,physics,0.740271,0.277579,0.559490,0.028867,12.471233,15.000000,0.165919,0.003750
1059,physics,0.764751,0.263089,0.542164,0.027939,12.473637,15.000000,0.163324,0.004077
1060,physics,0.902881,0.277579,0.662780,0.025901,12.476092,15.000000,0.171365,0.005634
1061,text,0.843116,0.252998,0.619271,0.032165,12.479780,15.000000,0.169970,0.005236
1062,text,0.789185,0.263089,0.595214,0.030594,12.485142,15.000000,0.157240,0.005396
1063,text,0.775349,0.277579,0.619272,0.051220,12.502133,15.000000,0.156297,0.005283
1064,physics,0.812596,0.263534,0.633156,0.026853,12.506017,15.000000,0.152733,0.005709
1065,text,0.833886,0.263089,0.627201,0.026383,12.513792,15.000000,0.145576,0.005826
1066,text,0.889338,0.246406,0.635688,0.056990,12.517489,15.000000,0.145132,0.005713
1067,physics,0.786326,0.277579,0.610899,0.015242,12.516747,15.000000,0.147428,0.005064
1068,text,0.757400,0.253229,0.545791,0.035655,12.524013,15.000000,0.148648,0.003999
1069,physics,0.852582,0.259508,0.664769,0.059093,12.539459,15.000000,0.159079,0.005700
1070,text,0.778871,0.263089,0.598663,0.020552,12.560474,15.000000,0.163874,0.004715
1071,physics,0.757672,0.277579,0.568816,0.014827,12.560529,15.000000,0.153728,0.004742
1072,physics,0.793331,0.277935,0.632466,0.040849,12.575833,15.000000,0.164826,0.004861
1073,physics,0.884237,0.277579,0.638396,0.021446,12.576844,15.000000,0.169607,0.005262
1074,text,0.649656,0.277579,0.468994,0.040813,12.578067,15.000000,0.154167,0.003406
1075,physics,0.649656,0.277579,0.469142,0.016508,12.579984,15.000000,0.150745,0.002976
1076,physics,0.872668,0.250363,0.643831,0.049224,12.586244,15.000000,0.142188,0.006073
1077,physics,0.851214,0.277579,0.621696,0.027351,12.592426,15.000000,0.142657,0.005444
1078,text,0.863127,0.277579,0.675480,0.047630,12.592468,15.000000,0.145745,0.006350
1079,physics,0.812713,0.277579,0.612340,0.023514,12.595648,15.000000,0.146278,0.005209
1080,text,0.774798,0.246406,0.558463,0.074131,12.604386,15.000000,0.138178,0.004621
1081,text,0.860823,0.263089,0.669796,0.039541,12.607632,15.000000,0.145755,0.006082
1082,physics,0.838244,0.246406,0.638903,0.027973,12.617055,15.000000,0.158286,0.005152
1083,text,0.698231,0.277579,0.474024,0.038372,12.630689,15.000000,0.149135,0.003413
1084,physics,0.848926,0.288705,0.641220,0.074727,12.652544,15.000000,0.160317,0.005204
1085,physics,0.855142,0.263089,0.652353,0.044347,12.663685,15.000000,0.170900,0.005396
1086,physics,0.817876,0.252998,0.632222,0.033929,12.669527,15.000000,0.162676,0.005764
1087,text,0.707095,0.252998,0.521117,0.037646,12.673683,15.000000,0.156950,0.003839
1088,text,0.697548,0.253229,0.482434,0.033048,12.674779,15.000000,0.151637,0.003299
1089,text,0.787972,0.259508,0.573476,0.023199,12.679641,15.000000,0.154789,0.004407
1090,physics,0.690735,0.277935,0.550779,0.020123,12.686259,15.000000,0.147985,0.004450
1091,text,0.880057,0.250363,0.632154,0.055259,12.692910,15.000000,0.140636,0.005934
1092,text,0.780281,0.250363,0.537853,0.055029,12.695736,15.000000,0.129906,0.004446
1093,text,0.754421,0.277579,0.560350,0.064627,12.698008,15.000000,0.127967,0.004341
1094,physics,0.816808,0.252998,0.630009,0.021274,12.702813,15.000000,0.137181,0.005254
1095,physics,0.737451,0.277935,0.581886,0.045086,12.718592,15.000000,0.133953,0.004788
1096,physics,0.873681,0.277579,0.678056,0.021463,12.723371,15.000000,0.145775,0.005872
1097,physics,0.871995,0.252998,0.680427,0.055464,12.745859,15.000000,0.149754,0.006225
1098,text,0.809874,0.246406,0.551822,0.058539,12.761013,15.000000,0.146584,0.004351
1099,text,0.879746,0.250363,0.636719,0.050510,12.765045,15.000000,0.150655,0.005503
1100,physics,0.839582,0.277579,0.637059,0.041960,13.057345,15.000000,0.150668,0.005658
1101,physics,0.796545,0.246406,0.584917,0.048127,13.069188,15.000000,0.154881,0.004507
1102,text,0.762510,0.263089,0.552091,0.033381,13.071408,15.000000,0.152637,0.004251
1103,physics,0.801723,0.288705,0.610398,0.011207,13.068568,15.000000,0.147379,0.005435
1104,text,0.712386,0.252998,0.528108,0.022970,13.071714,15.000000,0.147527,0.003820
1105,physics,0.836257,0.250363,0.609083,0.025302,13.076054,15.000000,0.139527,0.005499
1106,physics,0.736387,0.263089,0.546215,0.015425,13.075994,15.000000,0.140920,0.004110
1107,text,0.785452,0.277579,0.603787,0.074918,13.093633,15.000000,0.138814,0.005275
1108,physics,0.910278,0.277579,0.709697,0.030897,13.100947,15.000000,0.150957,0.006717
1109,text,0.776026,0.252998,0.578658,0.031414,13.109170,15.000000,0.144545,0.005003
1110,text,0.790816,0.250363,0.572932,0.054671,13.109524,15.000000,0.150792,0.004292
1111,physics,0.783810,0.288705,0.580806,0.033344,13.113168,15.000000,0.153091,0.004607
1112,text,0.788741,0.288705,0.579266,0.030502,13.114885,15.000000,0.144117,0.004913
1113,physics,0.824758,0.288705,0.608100,0.020204,13.116893,15.000000,0.147744,0.004986
1114,text,0.737360,0.277935,0.530352,0.039661,13.125248,15.000000,0.147945,0.003796
1115,physics,0.782494,0.252998,0.585001,0.025201,13.131120,15.000000,0.144713,0.004920
1116,text,0.846302,0.263089,0.641477,0.029209,13.142342,15.000000,0.150897,0.005605
1117,text,0.663136,0.263089,0.507046,0.024290,13.140547,15.000000,0.145215,0.003737
1118,text,0.877427,0.259508,0.712820,0.026673,13.153416,15.000000,0.157633,0.006596
1119,text,0.731995,0.259508,0.579897,0.025713,13.165234,15.000000,0.160395,0.004437
1120,text,0.667106,0.246406,0.495124,0.044762,13.172551,15.000000,0.161904,0.003206
1121,text,0.836351,0.246406,0.616631,0.055093,13.176621,15.000000,0.157859,0.005465
1122,physics,0.874221,0.277579,0.673284,0.044787,13.184903,15.000000,0.155875,0.006465
1123,physics,0.689851,0.288705,0.509941,0.020813,13.189797,15.000000,0.150341,0.003657
1124,text,0.949431,0.252998,0.701277,0.029878,13.193553,15.000000,0.145976,0.007108
1125,text,0.828947,0.277579,0.659792,0.065226,13.219872,15.000000,0.151631,0.005937
1126,text,0.801190,0.277579,0.634055,0.057463,13.227531,15.000000,0.162636,0.005141
1127,text,0.709755,0.252998,0.545518,0.030334,13.233483,15.000000,0.165450,0.003900
1128,text,0.917352,0.246406,0.677768,0.046977,13.249856,15.000000,0.179351,0.005566
1129,text,0.738434,0.263089,0.526967,0.023055,13.254259,15.000000,0.173900,0.003844
1130,physics,0.614777,0.252998,0.483883,0.017682,13.262092,15.000000,0.166480,0.003288
1131,text,0.788741,0.288705,0.580020,0.029467,13.264487,15.000000,0.154124,0.005033
1132,text,0.800069,0.252998,0.603403,0.029653,13.271359,15.000000,0.160098,0.004816
1133,text,0.961566,0.263089,0.724882,0.036133,13.271536,15.000000,0.160104,0.007470
1134,physics,0.737408,0.288705,0.557342,0.022271,13.281527,15.000000,0.164423,0.004030
1135,text,0.811306,0.277579,0.649903,0.070534,13.300113,15.000000,0.172533,0.005507
1136,text,0.626713,0.288705,0.482056,0.028011,13.300078,15.000000,0.170471,0.003139
1137,physics,0.709645,0.288705,0.521013,0.016837,13.300270,15.000000,0.168147,0.003790
1138,text,0.921564,0.252998,0.700868,0.029697,13.306956,15.000000,0.166236,0.007056
1139,physics,0.869810,0.263089,0.600091,0.021407,13.306308,15.000000,0.160075,0.005244
1140,physics,0.762618,0.277935,0.608293,0.015948,13.308202,15.000000,0.160261,0.005065
1141,text,0.713051,0.252998,0.546524,0.024333,13.315663,15.000000,0.168239,0.003678
1142,physics,0.757517,0.277935,0.561190,0.019459,13.315072,15.000000,0.163410,0.004431
1143,text,0.734600,0.263089,0.554113,0.025949,13.330725,15.000000,0.156988,0.004431
1144,text,0.793476,0.263089,0.621591,0.020096,13.345535,15.000000,0.156075,0.005491
1145,text,0.904175,0.288705,0.692761,0.027732,13.359529,15.000000,0.161943,0.006598
1146,physics,0.732299,0.277579,0.543670,0.012964,13.359125,15.000000,0.156419,0.004317
1147,physics,0.782579,0.288705,0.595568,0.028480,13.367065,15.000000,0.157436,0.004808
1148,text,0.910675,0.246406,0.657991,0.050250,13.377889,15.000000,0.158961,0.006008
1149,physics,0.837764,0.252998,0.649041,0.021388,13.381636,15.000000,0.165147,0.005535
1150,physics,0.764321,0.277579,0.611418,0.056587,13.391990,15.000000,0.164148,0.005234
1151,text,0.752706,0.263089,0.539549,0.027198,13.393483,15.000000,0.161930,0.004064
1152,physics,0.940563,0.263089,0.673438,0.057132,13.404658,15.000000,0.158068,0.006532
1153,text,0.793141,0.277935,0.595589,0.030911,13.415711,15.000000,0.152662,0.005227
1154,text,0.851299,0.277579,0.649115,0.063768,13.424930,15.000000,0.149643,0.006101
1155,physics,0.824758,0.288705,0.609995,0.020837,13.427723,15.000000,0.160396,0.004750
1156,text,0.780906,0.263089,0.582924,0.026854,13.439620,15.000000,0.155918,0.004926
1157,text,0.809489,0.277579,0.635493,0.058859,13.460115,15.000000,0.164808,0.005197
1158,text,0.873606,0.277579,0.649809,0.045044,13.463359,15.000000,0.150623,0.006383
1159,text,0.877103,0.263089,0.662617,0.035964,13.468343,15.000000,0.145296,0.006439
1160,physics,0.775997,0.277579,0.584244,0.074812,13.489120,15.000000,0.145650,0.004798
1161,physics,0.754421,0.277579,0.563767,0.022175,13.492025,15.000000,0.142477,0.004422
1162,text,0.775596,0.277935,0.580126,0.029997,13.495248,15.000000,0.138368,0.004884
1163,text,0.897527,0.252998,0.621358,0.038568,13.503035,15.000000,0.148475,0.005084
1164,text,0.855142,0.263089,0.656716,0.033195,13.515739,15.000000,0.156255,0.005729
1165,physics,0.756094,0.259508,0.586169,0.020550,13.520306,15.000000,0.155764,0.004700
1166,text,0.838972,0.277579,0.659931,0.053962,13.529835,15.000000,0.153397,0.006054
1167,physics,0.768442,0.252998,0.606315,0.042163,13.544501,15.000000,0.154685,0.005075
1168,text,0.779871,0.277579,0.591605,0.042263,13.547471,15.000000,0.152469,0.004869
1169,physics,0.803802,0.263089,0.613434,0.025223,13.549806,15.000000,0.153171,0.005288
1170,physics,0.874771,0.277579,0.667965,0.092954,13.564756,15.000000,0.153792,0.006282
1171,text,0.812039,0.277579,0.653920,0.041809,13.573397,15.000000,0.163805,0.005550
1172,text,0.819284,0.277579,0.619527,0.044444,13.575248,15.000000,0.154181,0.005670
1173,physics,0.850421,0.263534,0.640956,0.063541,13.592218,15.000000,0.158443,0.005448
1174,physics,0.740947,0.259508,0.607203,0.033783,13.607355,15.000000,0.162577,0.004868
1175,physics,0.779596,0.252998,0.618698,0.035658,13.619561,15.000000,0.171325,0.004850
1176,physics,0.858928,0.277579,0.703691,0.074508,13.653029,15.000000,0.179124,0.006465
1177,text,0.857263,0.263534,0.654889,0.027632,13.673925,15.000000,0.178867,0.005719
1178,physics,0.779004,0.277935,0.577410,0.029044,13.677107,15.000000,0.173404,0.004725
1179,text,0.862617,0.277579,0.683606,0.044499,13.689934,15.000000,0.175430,0.006251
1180,text,0.828062,0.253229,0.605597,0.039424,13.694921,15.000000,0.172712,0.005024
1181,text,0.860695,0.246406,0.627798,0.071808,13.696701,15.000000,0.174050,0.005410
1182,text,0.892634,0.252998,0.646837,0.031138,13.700537,15.000000,0.172486,0.005811
1183,text,0.655141,0.259508,0.498190,0.017825,13.707231,15.000000,0.170840,0.003293
1184,physics,0.875949,0.277579,0.658230,0.057834,13.718213,15.000000,0.171342,0.005872
1185,physics,0.801283,0.277579,0.600008,0.054884,13.736382,15.000000,0.170532,0.005009
1186,physics,0.760378,0.277579,0.574324,0.015198,13.735370,15.000000,0.160583,0.004878
1187,text,0.836052,0.277579,0.617224,0.039947,13.745679,15.000000,0.162967,0.005197
1188,physics,0.818500,0.263089,0.624498,0.045192,13.759306,15.000000,0.170721,0.004989
1189,physics,0.764899,0.252998,0.569990,0.075794,13.790409,15.000000,0.162448,0.004698
1190,physics,0.929048,0.252998,0.724213,0.037231,13.794563,15.000000,0.171013,0.006966
1191,text,0.857080,0.263534,0.699454,0.026000,13.811408,15.000000,0.186813,0.005845
1192,physics,0.760493,0.277579,0.587993,0.024273,13.817262,15.000000,0.183460,0.004759
1193,text,0.823224,0.277579,0.635489,0.053476,13.819698,15.000000,0.175797,0.005887
1194,physics,0.767126,0.259508,0.600317,0.036147,13.827284,15.000000,0.173020,0.005018
1195,text,0.804475,0.246406,0.588586,0.063913,13.824151,15.000000,0.169064,0.004922
1196,physics,0.904308,0.277579,0.698980,0.043813,13.832472,15.000000,0.162175,0.007227
1197,text,0.798431,0.250363,0.574850,0.061686,13.832679,15.000000,0.164430,0.004348
1198,text,0.881819,0.246406,0.635557,0.060571,13.840975,15.000000,0.171152,0.005275
1199,text,0.819803,0.246406,0.605408,0.054557,13.851360,15.000000,0.174476,0.004757
1200,text,0.857759,0.263089,0.654435,0.021451,14.092185,15.000000,0.178714,0.005520
1201,physics,0.957589,0.263534,0.712115,0.066261,14.112933,15.000000,0.171709,0.007451
1202,text,0.901957,0.246406,0.682491,0.054883,14.129926,15.000000,0.176717,0.006149
1203,text,0.835072,0.250363,0.600400,0.048576,14.129369,15.000000,0.168726,0.005361
1204,physics,0.808735,0.277579,0.608446,0.036534,14.137256,15.000000,0.164854,0.005221
1205,physics,0.862617,0.277579,0.685588,0.041129,14.151287,15.000000,0.176553,0.005928
1206,physics,0.647588,0.263089,0.476342,0.023296,14.154288,15.000000,0.167321,0.003413
1207,physics,0.849194,0.277935,0.654901,0.039611,14.169125,15.000000,0.163813,0.006192
1208,physics,0.748441,0.246406,0.544513,0.037591,14.172816,15.000000,0.156125,0.004488
1209,text,0.794996,0.277579,0.617197,0.070931,14.174756,15.000000,0.158279,0.005220
1210,text,0.792047,0.277935,0.598110,0.039418,14.171463,15.000000,0.157287,0.005011
1211,physics,0.723346,0.263089,0.554171,0.028298,14.181496,15.000000,0.148922,0.004531
1212,text,0.822593,0.259508,0.614138,0.030439,14.185746,15.000000,0.145961,0.005513
1213,text,0.759278,0.277579,0.578940,0.068293,14.188387,15.000000,0.151897,0.004444
1214,text,0.712386,0.252998,0.532577,0.022440,14.193684,15.000000,0.155800,0.003720
1215,text,0.817933,0.277935,0.591948,0.039703,14.201303,15.000000,0.151185,0.005046
1216,physics,0.783055,0.277579,0.610662,0.060517,14.218779,15.000000,0.157990,0.004872
1217,text,0.872668,0.250363,0.650579,0.058102,14.226919,15.000000,0.158949,0.005883
1218,text,0.901557,0.277935,0.700724,0.044278,14.230540,15.000000,0.157817,0.006906
1219,physics,0.796919,0.246406,0.542312,0.022894,14.231343,15.000000,0.145570,0.004536
1220,text,0.764751,0.263089,0.549838,0.030536,14.235469,15.000000,0.140522,0.004415
1221,physics,0.943663,0.288705,0.758426,0.044808,14.238498,15.000000,0.152327,0.007619
1222,physics,0.743553,0.252998,0.551542,0.025247,14.239886,15.000000,0.149172,0.004282
1223,physics,0.849057,0.277579,0.658162,0.039811,14.250515,15.000000,0.149766,0.006062
1224,physics,0.853172,0.263089,0.650692,0.031021,14.256059,15.000000,0.147887,0.006076
1225,text,0.886402,0.277579,0.686380,0.066930,14.264399,15.000000,0.153834,0.006315
1226,physics,0.848577,0.246406,0.640143,0.026392,14.264936,15.000000,0.141834,0.006203
1227,text,0.763651,0.246406,0.574912,0.053811,14.280473,15.000000,0.140745,0.004674
1228,text,0.779889,0.252998,0.588602,0.034568,14.291444,15.000000,0.145534,0.004626
1229,physics,0.854880,0.288705,0.652401,0.037629,14.296972,15.000000,0.146305,0.005970
1230,physics,0.970665,0.277579,0.683278,0.036983,14.301335,15.000000,0.147336,0.006546
1231,text,0.780841,0.277579,0.591962,0.065505,14.304136,15.000000,0.148888,0.004821
1232,text,0.876813,0.246406,0.656950,0.048125,14.313103,15.000000,0.152350,0.005861
1233,physics,0.869810,0.263089,0.605278,0.022978,14.312697,15.000000,0.148976,0.005167
1234,text,0.736796,0.252998,0.551493,0.033200,14.316269,15.000000,0.153205,0.003912
1235,text,0.707375,0.263089,0.538684,0.021356,14.327099,15.000000,0.151266,0.004127
1236,text,0.822864,0.277935,0.625649,0.049105,14.334452,15.000000,0.153465,0.005252
1237,physics,0.893821,0.277579,0.725157,0.128050,14.358325,15.000000,0.160845,0.007184
1238,physics,0.869070,0.252998,0.647373,0.020306,14.358336,15.000000,0.165200,0.005554
1239,physics,0.871779,0.288705,0.657130,0.022955,14.357975,15.000000,0.153031,0.006557
1240,text,0.718409,0.277579,0.561691,0.061393,14.367208,15.000000,0.159516,0.004041
1241,text,0.879900,0.252998,0.633411,0.034263,14.367301,15.000000,0.156752,0.005642
1242,text,0.844380,0.277935,0.665277,0.039605,14.381390,15.000000,0.160996,0.006032
1243,text,0.860032,0.277579,0.671384,0.057951,14.380977,15.000000,0.154044,0.006631
1244,physics,0.970665,0.277579,0.684234,0.038362,14.386358,15.000000,0.165704,0.006075
